DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
N,160NT011,SM 2320 B,6/20/2016 19:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-009,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",110,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,D6919-09,6/28/2016 2:45,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-009,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",NA,NA,TRG,Yes,N,U,NA,U,NA,6.00E-04,6.00E-04,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,SM5310C,6/15/2016 1:47,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-009,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,7.6,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,SM10200H,6/17/2016 11:00,T,NA,initial,WA,LB,NA,NA,10,,,NA,NA,ALSRNY,quant,R1606022-009,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,27.2,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1.6,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,SM2120B,6/9/2016 9:32,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-009,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,45,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,E353.2,6/13/2016 13:45,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-009,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0057,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,E351.2,6/21/2016 14:58,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/20/2016 11:52,NA,NA,ALSRNY,quant,R1606022-009,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",1,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,SM2120B,6/11/2016 12:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-009,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,8.267,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT011,E365.1,6/25/2016 15:40,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/23/2016 0:28,NA,NA,ALSRNY,quant,R1606022-009,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0863,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT011,WA,N,Field,,R1606022,6/8/2016 12:30,160NT011,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,E365.1,6/25/2016 14:37,D,NA,initial,WA,LB,NA,NA,1,METHOD,6/23/2016 0:28,NA,NA,ALSRNY,quant,R1606022-007,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0192,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,SM 2320 B,6/20/2016 19:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",181,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,D6919-09,6/29/2016 0:17,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0117,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,SM5310C,6/15/2016 1:05,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,6.1,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,SM10200H,6/17/2016 11:00,T,NA,initial,WA,LB,NA,NA,4,,,NA,NA,ALSRNY,quant,R1606022-007,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,22.3,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.64,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,SM2120B,6/9/2016 9:32,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,40,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,E353.2,6/13/2016 13:39,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0997,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,E351.2,6/21/2016 14:55,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/20/2016 11:52,NA,NA,ALSRNY,quant,R1606022-007,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.76,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,SM2120B,6/11/2016 12:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,8.388,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013,E365.1,6/25/2016 15:38,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/23/2016 0:28,NA,NA,ALSRNY,quant,R1606022-007,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0477,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,N,Field,,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013DUP,SM 2320 B,6/20/2016 19:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007DUP,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",181,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,181,NA,NA,NA,181,NA,NA,NA,<1,NA,NA,20,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,LR,Lab,160NT013,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT013MS,SM 2320 B,6/20/2016 19:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-007MS,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",589,NA,SC,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,181,500,589,82,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1606022,ALSRNY,160NT013,WA,MS,Lab,160NT013,R1606022,6/8/2016 16:25,160NT013,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,E365.1,6/25/2016 14:30,D,NA,initial,WA,LB,NA,NA,1,METHOD,6/23/2016 0:28,NA,NA,ALSRNY,quant,R1606022-001,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.01,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,SM 2320 B,6/20/2016 19:40,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",31.2,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,D6919-09,6/27/2016 20:52,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0187,NA,TRG,Yes,Y,,NA,,NA,6.00E-04,NA,0.005,mg/l,mg/l,NA,6.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,SM5310C,6/14/2016 21:36,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,6.5,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,SM10200H,6/17/2016 11:00,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,2.32,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.16,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,SM2120B,6/9/2016 9:32,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,COLOR,45,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,E353.2,6/13/2016 13:28,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0075,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,E351.2,6/21/2016 14:46,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/20/2016 11:52,NA,NA,ALSRNY,quant,R1606022-001,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.5,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,SM2120B,6/11/2016 12:07,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.753,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023,E365.1,6/25/2016 15:24,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/23/2016 0:28,NA,NA,ALSRNY,quant,R1606022-001,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0187,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,N,Field,,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023DUP,SM5310C,6/14/2016 22:39,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001DUP,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,6.7,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,6.5,NA,NA,NA,6.5,NA,NA,NA,4,NA,NA,20,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,LR,Lab,160NT023,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023DUP,E353.2,6/13/2016 13:30,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001DUP,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0077,NA,TRG,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,0.0075,NA,NA,NA,0.0075,NA,NA,NA,2,NA,NA,20,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,LR,Lab,160NT023,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023DUP,E351.2,6/21/2016 14:56,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/20/2016 11:52,NA,NA,ALSRNY,quant,R1606022-001DUP,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.49,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,0.5,NA,NA,NA,0.5,NA,NA,NA,2,NA,NA,20,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,LR,Lab,160NT023,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023MS,SM5310C,6/14/2016 22:59,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001MS,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,17.2,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,6.5,10,17.2,108,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,MS,Lab,160NT023,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023MS,E353.2,6/13/2016 13:31,T,NA,initial,WA,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1606022-001MS,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.101,NA,SC,Yes,Y,,NA,,NA,0.0014,NA,0.002,mg/l,mg/l,NA,0.0014,NA,NA,NA,NA,,0.0075,0.1,0.101,94,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,MS,Lab,160NT023,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT023MS,E351.2,6/21/2016 14:51,T,NA,initial,WA,LB,NA,NA,1,METHOD,6/20/2016 11:52,NA,NA,ALSRNY,quant,R1606022-001MS,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",2.83,NA,SC,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,0.5,2.5,2.83,93,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1606022,ALSRNY,160NT023,WA,MS,Lab,160NT023,R1606022,6/7/2016 18:35,160NT023,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,160NT025,E365.1,6/25/2016 14:32,D,NA,initial,WA,LB,NA,NA,1,METHOD,6/23/2016 0:28,NA,NA,ALSRNY,quant,R1606022-003,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0064,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1606022,ALSRNY,160NT025,WA,N,Field,,R1606022,6/7/2016 16:00,160NT025,NA,NA,NA,NA,NA,6/8/2016,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
