DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
N,17ALG021,E351.2,6/28/2017 11:36,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-017,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.26,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,N,Field,,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG021,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-017,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.22,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,N,Field,,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG021,E365.1,6/22/2017 12:44,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/21/2017 23:17,NA,NA,ALSRNY,quant,R1705476-017,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0148,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,N,Field,,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG021,E365.1,6/20/2017 16:30,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-018,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0037,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,N,Field,,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021DUP,SM 2320 B,6/16/2017 14:40,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-017DUP,NA,100,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",20.5,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,20.1,NA,NA,NA,20.1,NA,NA,NA,2,NA,NA,20,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,LR,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021DUP,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-017DUP,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",18,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,18,NA,NA,NA,18,NA,NA,NA,<1,NA,NA,5,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,LR,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021DUP,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-017DUP,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.22,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,7.22,NA,NA,NA,7.22,NA,NA,NA,<1,NA,NA,20,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,LR,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021MS,SM5310C,6/23/2017 23:56,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-017MS,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,10.9,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,1.5,10,10.9,94,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,MS,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021MS,E365.1,6/20/2017 16:31,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-018MS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0258,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,0.0037,0.025,0.0258,88,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,MS,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021MSD,SM5310C,6/24/2017 0:17,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-017DMS,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,10.3,NA,SC,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,1.5,10,10.3,88,6,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,SD,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG021MSD,E365.1,6/20/2017 16:33,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-018DMS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0243,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,0.0037,0.025,0.0243,82,6,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG021,WS,SD,Lab,17ALG021,R1705476,6/12/2017 14:40,17ALG021,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,290239-LCS1,E365.1,6/14/2017 19:36,D,NA,initial,WQ,LB,NA,NA,1,METHOD,6/12/2017 16:07,NA,NA,ALSRNY,quant,R1705298-LCS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0231,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,0.025,0.0231,92,NA,NA,NA,NA,,70,130,NA,NA,NA,NA,R1705298,ALSRNY,Lab Control Sample,WQ,BS,Lab,,R1705298,6/12/2017 16:07,Lab Control Sample,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,290239-MB1,E365.1,6/14/2017 19:35,D,NA,initial,WQ,LB,NA,NA,1,METHOD,6/12/2017 16:07,NA,NA,ALSRNY,quant,R1705298-MB,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",NA,NA,TRG,Yes,N,U,NA,U,NA,0.002,0.002,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705298,ALSRNY,Method Blank,WQ,LB,Lab,,R1705298,6/12/2017 16:07,Method Blank,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,290246-LCS1,E365.1,6/14/2017 19:59,T,NA,initial,WQ,LB,NA,NA,1,METHOD,6/12/2017 16:07,NA,NA,ALSRNY,quant,R1705298-LCS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0235,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,0.025,0.0235,94,NA,NA,NA,NA,,70,130,NA,NA,NA,NA,R1705298,ALSRNY,Lab Control Sample,WQ,BS,Lab,,R1705298,6/12/2017 16:07,Lab Control Sample,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,290246-MB1,E365.1,6/14/2017 19:58,T,NA,initial,WQ,LB,NA,NA,1,METHOD,6/12/2017 16:07,NA,NA,ALSRNY,quant,R1705298-MB,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",NA,NA,TRG,Yes,N,U,NA,U,NA,0.002,0.002,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705298,ALSRNY,Method Blank,WQ,LB,Lab,,R1705298,6/12/2017 16:07,Method Blank,NA,NA,NA,NA,NA,,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,SM 2320 B,6/26/2017 11:36,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",15.6,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,D6919-09,6/23/2017 21:15,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",NA,NA,TRG,Yes,N,U,NA,U,NA,8.00E-04,8.00E-04,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,SM5310C,6/24/2017 0:59,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,2,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,SM10200H,6/19/2017 9:30,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,3.68,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.16,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",21,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,E353.2,6/25/2017 11:54,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,NA,NA,TRG,Yes,N,U,NA,U,NA,0.0025,0.0025,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,E351.2,6/28/2017 11:36,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-019,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.25,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-019,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.28,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,E365.1,6/22/2017 12:45,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/21/2017 23:17,NA,NA,ALSRNY,quant,R1705476-019,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.011,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG019,E365.1,6/20/2017 16:36,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-020,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0037,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG019,WS,N,Field,,R1705476,6/12/2017 16:50,17ALG019,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,D6919-09,6/23/2017 21:31,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-021,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0255,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,SM5310C,6/24/2017 1:19,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-021,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,1.7,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-021,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",14,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,E353.2,6/25/2017 11:55,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-021,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.0506,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,E351.2,6/28/2017 11:37,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-021,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.26,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-021,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.08,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,E365.1,6/22/2017 12:45,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/21/2017 23:17,NA,NA,ALSRNY,quant,R1705476-021,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0159,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG020,E365.1,6/20/2017 16:37,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-022,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0044,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG020,WS,N,Field,,R1705476,6/12/2017 17:10,17ALG020,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG017,SM 2320 B,6/26/2017 11:40,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-023,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",10.8,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG017,WS,N,Field,,R1705476,6/12/2017 18:35,17ALG017,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG017,D6919-09,6/24/2017 12:23,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-023,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",NA,NA,TRG,Yes,N,U,NA,U,NA,8.00E-04,8.00E-04,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG017,WS,N,Field,,R1705476,6/12/2017 18:35,17ALG017,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG017,SM5310C,6/24/2017 1:40,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-023,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,1.6,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG017,WS,N,Field,,R1705476,6/12/2017 18:35,17ALG017,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG017,SM10200H,6/19/2017 9:30,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-023,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,3.45,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.16,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG017,WS,N,Field,,R1705476,6/12/2017 18:35,17ALG017,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG017,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-023,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",8,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG017,WS,N,Field,,R1705476,6/12/2017 18:35,17ALG017,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
