sys_sample_code,chemical_name,cas_rn,fraction,lab_qualifiers,lab_sdg,sample_date,result_value,result_unit,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_status,method_detection_limit,detection_limit_unit,quantitation_limit,sample_type_code,DEC_sample_type,analysis_date
13-DWAR-2.0-09062018-W,TURBIDITY,TURB,TRUE,,R1808568,9/6/2018 10:24,8.72,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,9/7/2018 12:30
13-DWAR-2.0-09062018-WMS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808568,9/6/2018 10:24,2.93,mg/l,0.69,2.5,2.93,,0.08,mg/l,0.1,MS,,9/24/2018 17:58
13-DWAR-2.0-09062018-WMSD,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808568,9/6/2018 10:24,2.91,mg/l,NA,NA,NA,,0.08,mg/l,0.1,SD,,9/24/2018 18:00
13-DWAR-2.0-10022018-W,Chlorophyll A,479-61-8,TRUE,,R1809619,10/2/2018 11:27,0.921,ug/l,NA,NA,NA,,NA,ug/l,0.08,N,N_DUPPARENT,10/15/2018 14:00
13-DWAR-2.0-10022018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809619,10/2/2018 11:27,30.2,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N_DUPPARENT,10/19/2018 1:50
13-DWAR-2.0-10022018-W,Silver,7440-22-4,TRUE,U,R1809619,10/2/2018 11:27,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W,Iron,7439-89-6,TRUE,,R1809619,10/2/2018 11:27,494,ug/l,NA,NA,NA,,13,ug/l,100,N,N_DUPPARENT,10/12/2018 23:05
13-DWAR-2.0-10022018-W,Zinc,7440-66-6,TRUE,U,R1809619,10/2/2018 11:27,NA,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W,Magnesium,7439-95-4,TRUE,,R1809619,10/2/2018 11:27,4630,ug/l,NA,NA,NA,,29,ug/l,1000,N,N_DUPPARENT,10/12/2018 23:05
13-DWAR-2.0-10022018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809619,10/2/2018 11:27,0.0112,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N_DUPPARENT,10/13/2018 6:24
13-DWAR-2.0-10022018-W,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1809619,10/2/2018 11:27,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N_DUPPARENT,10/4/2018 21:34
13-DWAR-2.0-10022018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1809619,10/2/2018 11:27,82.4,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N_DUPPARENT,10/12/2018 23:05
13-DWAR-2.0-10022018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1809619,10/2/2018 11:27,0.207,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N_DUPPARENT,10/4/2018 21:34
13-DWAR-2.0-10022018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809619,10/2/2018 11:27,0.207,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N_DUPPARENT,10/11/2018 18:10
13-DWAR-2.0-10022018-W,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809619,10/2/2018 11:27,164,mg/l,NA,NA,NA,,4,mg/l,10,N,N_DUPPARENT,10/9/2018 10:25
13-DWAR-2.0-10022018-W,Nitrogen,KN,TRUE,,R1809619,10/2/2018 11:27,0.87,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,N_DUPPARENT,10/12/2018 13:05
13-DWAR-2.0-10022018-W,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809619,10/2/2018 11:27,0.67,mg/l,NA,NA,NA,,0.08,mg/l,0.1,N,N_DUPPARENT,10/12/2018 13:05
13-DWAR-2.0-10022018-W,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1809619,10/2/2018 11:27,0.0551,mg/l,NA,NA,NA,,0.002,mg/l,0.005,N,N_DUPPARENT,10/15/2018 18:03
13-DWAR-2.0-10022018-W,Arsenic,7440-38-2,TRUE,J,R1809619,10/2/2018 11:27,0.74,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W,TURBIDITY,TURB,TRUE,,R1809619,10/2/2018 11:27,3.41,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N_DUPPARENT,10/4/2018 21:40
13-DWAR-2.0-10022018-W,Copper,7440-50-8,TRUE,,R1809619,10/2/2018 11:27,1.8,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809619,10/2/2018 11:27,66.4,mg/l,NA,NA,NA,,1,mg/l,2,N,N_DUPPARENT,10/10/2018 17:40
13-DWAR-2.0-10022018-W,Calcium,7440-70-2,TRUE,,R1809619,10/2/2018 11:27,25400,ug/l,NA,NA,NA,,110,ug/l,1000,N,N_DUPPARENT,10/12/2018 23:05
13-DWAR-2.0-10022018-W,Cadmium,7440-43-9,TRUE,U,R1809619,10/2/2018 11:27,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W,Aluminum,7429-90-5,TRUE,,R1809619,10/2/2018 11:27,194,ug/l,NA,NA,NA,,2.3,ug/l,10,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W,Nickel,7440-02-0,TRUE,J,R1809619,10/2/2018 11:27,0.91,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N_DUPPARENT,10/18/2018 16:35
13-DWAR-2.0-10022018-W,Lead,7439-92-1,TRUE,J,R1809619,10/2/2018 11:27,0.43,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N_DUPPARENT,10/16/2018 15:10
13-DWAR-2.0-10022018-W-DUP,Iron,7439-89-6,TRUE,,R1809619,10/2/2018 11:27,465,ug/l,NA,NA,NA,,13,ug/l,100,N,DUP,10/12/2018 23:02
13-DWAR-2.0-10022018-W-DUP,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809619,10/2/2018 11:27,64.8,mg/l,NA,NA,NA,,1,mg/l,2,N,DUP,10/10/2018 17:35
13-DWAR-2.0-10022018-W-DUP,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809619,10/2/2018 11:27,0.0169,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,DUP,10/13/2018 6:08
13-DWAR-2.0-10022018-W-DUP,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809619,10/2/2018 11:27,30.2,mg/l,NA,NA,NA,,0.2,mg/l,2,N,DUP,10/19/2018 1:44
13-DWAR-2.0-10022018-W-DUP,Chlorophyll A,479-61-8,TRUE,,R1809619,10/2/2018 11:27,0.446,ug/l,NA,NA,NA,,NA,ug/l,0.053,N,DUP,10/15/2018 14:00
13-DWAR-2.0-10022018-W-DUP,Aluminum,7429-90-5,TRUE,,R1809619,10/2/2018 11:27,201,ug/l,NA,NA,NA,,11.5,ug/l,50,N,DUP,10/22/2018 14:49
13-DWAR-2.0-10022018-W-DUP,Arsenic,7440-38-2,TRUE,J,R1809619,10/2/2018 11:27,0.61,ug/l,NA,NA,NA,,0.39,ug/l,1,N,DUP,10/16/2018 15:01
13-DWAR-2.0-10022018-W-DUP,Cadmium,7440-43-9,TRUE,U,R1809619,10/2/2018 11:27,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,DUP,10/16/2018 15:01
13-DWAR-2.0-10022018-W-DUP,Copper,7440-50-8,TRUE,,R1809619,10/2/2018 11:27,1.4,ug/l,NA,NA,NA,,0.66,ug/l,1,N,DUP,10/16/2018 15:01
13-DWAR-2.0-10022018-W-DUP,Lead,7439-92-1,TRUE,J,R1809619,10/2/2018 11:27,0.39,ug/l,NA,NA,NA,,0.067,ug/l,1,N,DUP,10/16/2018 15:01
13-DWAR-2.0-10022018-W-DUP,Calcium,7440-70-2,TRUE,,R1809619,10/2/2018 11:27,25200,ug/l,NA,NA,NA,,110,ug/l,1000,N,DUP,10/12/2018 23:02
13-DWAR-2.0-10022018-W-DUP,Nickel,7440-02-0,TRUE,J,R1809619,10/2/2018 11:27,0.93,ug/l,NA,NA,NA,,0.26,ug/l,1,N,DUP,10/18/2018 16:22
13-DWAR-2.0-10022018-W-DUP,Silver,7440-22-4,TRUE,U,R1809619,10/2/2018 11:27,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,DUP,10/16/2018 15:01
13-DWAR-2.0-10022018-W-DUP,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809619,10/2/2018 11:27,164,mg/l,NA,NA,NA,,4,mg/l,10,N,DUP,10/9/2018 10:25
13-DWAR-2.0-10022018-W-DUP,TURBIDITY,TURB,TRUE,,R1809619,10/2/2018 11:27,3.52,ntu,NA,NA,NA,,0.06,ntu,0.1,N,DUP,10/4/2018 21:40
13-DWAR-2.0-10022018-W-DUP,Zinc,7440-66-6,TRUE,U,R1809619,10/2/2018 11:27,NA,ug/l,NA,NA,NA,,2.5,ug/l,5,N,DUP,10/16/2018 15:01
13-DWAR-2.0-10022018-W-DUP,Magnesium,7439-95-4,TRUE,,R1809619,10/2/2018 11:27,4620,ug/l,NA,NA,NA,,29,ug/l,1000,N,DUP,10/12/2018 23:02
13-DWAR-2.0-10022018-W-DUP,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809619,10/2/2018 11:27,0.207,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,DUP,10/11/2018 18:08
13-DWAR-2.0-10022018-W-DUP,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1809619,10/2/2018 11:27,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,DUP,10/4/2018 21:33
13-DWAR-2.0-10022018-W-DUP,HARDNESS (AS CACO3),HARD,TRUE,,R1809619,10/2/2018 11:27,81.8,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,DUP,10/12/2018 23:02
13-DWAR-2.0-10022018-W-DUP,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1809619,10/2/2018 11:27,0.207,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,DUP,10/4/2018 21:33
13-DWAR-2.0-10022018-W-DUP,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1809619,10/2/2018 11:27,0.0568,mg/l,NA,NA,NA,,0.002,mg/l,0.005,N,DUP,10/15/2018 18:02
13-DWAR-2.0-10022018-W-DUP,Nitrogen,KN,TRUE,,R1809619,10/2/2018 11:27,0.92,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,DUP,10/12/2018 13:04
13-DWAR-2.0-10022018-W-DUP,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809619,10/2/2018 11:27,0.72,mg/l,NA,NA,NA,,0.08,mg/l,0.1,N,DUP,10/12/2018 13:04
13-DWAR-2.0-10022018-W-DUPMS,Arsenic,7440-38-2,TRUE,,R1809619,10/2/2018 11:27,22,ug/l,0.61,20,22,,0.39,ug/l,1,MS,,10/16/2018 15:02
13-DWAR-2.0-10022018-W-DUPMS,Cadmium,7440-43-9,TRUE,,R1809619,10/2/2018 11:27,20.3,ug/l,0,20,20.3,,0.06,ug/l,1,MS,,10/16/2018 15:02
13-DWAR-2.0-10022018-W-DUPMS,Aluminum,7429-90-5,TRUE,,R1809619,10/2/2018 11:27,207,ug/l,201,20,207,*,11.5,ug/l,50,MS,,10/22/2018 14:51
13-DWAR-2.0-10022018-W-DUPMS,Lead,7439-92-1,TRUE,,R1809619,10/2/2018 11:27,20.7,ug/l,0.39,20,20.7,,0.07,ug/l,1,MS,,10/16/2018 15:02
13-DWAR-2.0-10022018-W-DUPMS,Nickel,7440-02-0,TRUE,,R1809619,10/2/2018 11:27,20.8,ug/l,0.93,20,20.8,,0.26,ug/l,1,MS,,10/18/2018 16:28
13-DWAR-2.0-10022018-W-DUPMS,Silver,7440-22-4,TRUE,,R1809619,10/2/2018 11:27,19.7,ug/l,0,20,19.7,,0.04,ug/l,1,MS,,10/16/2018 15:02
13-DWAR-2.0-10022018-W-DUPMS,Copper,7440-50-8,TRUE,,R1809619,10/2/2018 11:27,21.8,ug/l,1.44,20,21.8,,0.66,ug/l,1,MS,,10/16/2018 15:02
13-DWAR-2.0-10022018-W-DUPMS,Zinc,7440-66-6,TRUE,,R1809619,10/2/2018 11:27,22.9,ug/l,0,20,22.9,,2.5,ug/l,5,MS,,10/16/2018 15:02
13-DWAR-2.0-10022018-W-DUPMSD,Arsenic,7440-38-2,TRUE,,R1809619,10/2/2018 11:27,22.5,ug/l,NA,NA,NA,,0.39,ug/l,1,SD,,10/16/2018 15:04
13-DWAR-2.0-10022018-W-DUPMSD,Cadmium,7440-43-9,TRUE,,R1809619,10/2/2018 11:27,20.4,ug/l,NA,NA,NA,,0.06,ug/l,1,SD,,10/16/2018 15:04
13-DWAR-2.0-10022018-W-DUPMSD,Copper,7440-50-8,TRUE,,R1809619,10/2/2018 11:27,22.1,ug/l,NA,NA,NA,,0.66,ug/l,1,SD,,10/16/2018 15:04
13-DWAR-2.0-10022018-W-DUPMSD,Nickel,7440-02-0,TRUE,,R1809619,10/2/2018 11:27,20.9,ug/l,NA,NA,NA,,0.26,ug/l,1,SD,,10/18/2018 16:29
13-DWAR-2.0-10022018-W-DUPMSD,Silver,7440-22-4,TRUE,,R1809619,10/2/2018 11:27,19.7,ug/l,NA,NA,NA,,0.04,ug/l,1,SD,,10/16/2018 15:04
13-DWAR-2.0-10022018-W-DUPMSD,Zinc,7440-66-6,TRUE,,R1809619,10/2/2018 11:27,23.5,ug/l,NA,NA,NA,,2.5,ug/l,5,SD,,10/16/2018 15:04
13-DWAR-2.0-10022018-W-DUPMSD,Lead,7439-92-1,TRUE,,R1809619,10/2/2018 11:27,21.3,ug/l,NA,NA,NA,,0.07,ug/l,1,SD,,10/16/2018 15:04
13-DWAR-2.0-10022018-W-DUPMSD,Aluminum,7429-90-5,TRUE,,R1809619,10/2/2018 11:27,226,ug/l,NA,NA,NA,,11.5,ug/l,50,SD,,10/22/2018 14:53
13-GUNK_T35-0.2-07252018-WS,Magnesium,7439-95-4,TRUE,E,R1806960,7/25/2018 11:40,3150,ug/l,NA,NA,NA,,29,ug/l,1000,N,N,7/30/2018 23:26
13-GUNK_T35-0.2-07252018-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1806960,7/25/2018 11:40,0.229,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,8/17/2018 15:04
13-GUNK_T35-0.2-07252018-WS,Aluminum,7429-90-5,TRUE,,R1806960,7/25/2018 11:40,366,ug/l,NA,NA,NA,,23,ug/l,100,N,N,8/6/2018 17:17
13-GUNK_T35-0.2-07252018-WS,Zinc,7440-66-6,TRUE,J,R1806960,7/25/2018 11:40,4.5,ug/l,NA,NA,NA,,2.5,ug/l,5,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1806960,7/25/2018 11:40,0.0258,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,8/2/2018 18:40
13-GUNK_T35-0.2-07252018-WS,Calcium,7440-70-2,TRUE,E,R1806960,7/25/2018 11:40,17100,ug/l,NA,NA,NA,,110,ug/l,1000,N,N,7/30/2018 23:26
13-GUNK_T35-0.2-07252018-WS,Nickel,7440-02-0,TRUE,,R1806960,7/25/2018 11:40,1.3,ug/l,NA,NA,NA,,0.26,ug/l,1,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,Silver,7440-22-4,TRUE,U,R1806960,7/25/2018 11:40,NA,ug/l,NA,NA,NA,,0.039,ug/l,1,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,Iron,7439-89-6,TRUE,,R1806960,7/25/2018 11:40,657,ug/l,NA,NA,NA,,13,ug/l,100,N,N,7/30/2018 23:26
13-GUNK_T35-0.2-07252018-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1806960,7/25/2018 11:40,34.4,mg/l,NA,NA,NA,,1,mg/l,2,N,N,8/6/2018 15:45
13-GUNK_T35-0.2-07252018-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1806960,7/25/2018 11:40,33.9,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,8/8/2018 4:27
13-GUNK_T35-0.2-07252018-WS,Chlorophyll A,479-61-8,TRUE,,R1806960,7/25/2018 11:40,3.13,ug/l,NA,NA,NA,,NA,ug/l,0.16,N,N,8/14/2018 11:00
13-GUNK_T35-0.2-07252018-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1806960,7/25/2018 11:40,55.8,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,7/30/2018 23:26
13-GUNK_T35-0.2-07252018-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1806960,7/25/2018 11:40,0.229,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,7/26/2018 22:05
13-GUNK_T35-0.2-07252018-WS,Copper,7440-50-8,TRUE,,R1806960,7/25/2018 11:40,3.6,ug/l,NA,NA,NA,,0.66,ug/l,1,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,Lead,7439-92-1,TRUE,J,R1806960,7/25/2018 11:40,0.73,ug/l,NA,NA,NA,,0.067,ug/l,1,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,Arsenic,7440-38-2,TRUE,J,R1806960,7/25/2018 11:40,0.92,ug/l,NA,NA,NA,,0.39,ug/l,1,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,Cadmium,7440-43-9,TRUE,U,R1806960,7/25/2018 11:40,NA,ug/l,NA,NA,NA,,0.064,ug/l,1,N,N,8/3/2018 14:09
13-GUNK_T35-0.2-07252018-WS,Nitrogen,KN,TRUE,,R1806960,7/25/2018 11:40,1.02,mg/l,NA,NA,NA,,NA,mg/l,0.2,N,N,8/14/2018 15:27
13-GUNK_T35-0.2-07252018-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1806960,7/25/2018 11:40,0.79,mg/l,NA,NA,NA,,0.08,mg/l,0.2,N,N,8/14/2018 15:27
13-GUNK_T35-0.2-07252018-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1806960,7/25/2018 11:40,144,mg/l,NA,NA,NA,,4,mg/l,10,N,N,7/31/2018 14:35
13-GUNK_T35-0.2-07252018-WS,TURBIDITY,TURB,TRUE,,R1806960,7/25/2018 11:40,7.95,ntu,NA,NA,NA,,0.06,ntu,0.1,N,N,7/26/2018 14:00
13-GUNK_T35-0.2-07252018-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1806960,7/25/2018 11:40,0.0987,mg/l,NA,NA,NA,,0.002,mg/l,0.005,N,N,8/15/2018 18:20
13-GUNK_T35-0.2-07252018-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806960,7/25/2018 11:40,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,N,N,7/26/2018 22:05
13-GUNK_T35-0.2-081618-WS,Chlorophyll A,479-61-8,TRUE,,R1807890,8/16/2018 9:58,0.453,ug/l,NA,NA,NA,NA,NA,ug/l,0.062,N,N,9/13/2018 8:30
13-GUNK_T35-0.2-081618-WS,HARDNESS (AS CACO3),HARD,TRUE,,R1807890,8/16/2018 9:58,64.5,mg/l,NA,NA,NA,NA,NA,mg/l,6.62,N,N,8/29/2018 21:36
13-GUNK_T35-0.2-081618-WS,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807890,8/16/2018 9:58,56.8,mg/l,NA,NA,NA,NA,1,mg/l,2,N,N,8/28/2018 1:00
13-GUNK_T35-0.2-081618-WS,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807890,8/16/2018 9:58,0.0287,mg/l,NA,NA,NA,NA,8.00E-04,mg/l,0.005,N,N,9/4/2018 23:45
13-GUNK_T35-0.2-081618-WS,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807890,8/16/2018 9:58,34.9,mg/l,NA,NA,NA,NA,0.2,mg/l,2,N,N,8/30/2018 5:09
13-GUNK_T35-0.2-081618-WS,Silver,7440-22-4,TRUE,U,R1807890,8/16/2018 9:58,NA,ug/l,NA,NA,NA,NA,0.039,ug/l,1,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Iron,7439-89-6,TRUE,,R1807890,8/16/2018 9:58,507,ug/l,NA,NA,NA,NA,13,ug/l,100,N,N,8/29/2018 21:36
13-GUNK_T35-0.2-081618-WS,Zinc,7440-66-6,TRUE,,R1807890,8/16/2018 9:58,7.8,ug/l,NA,NA,NA,NA,2.5,ug/l,5,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Magnesium,7439-95-4,TRUE,,R1807890,8/16/2018 9:58,3580,ug/l,NA,NA,NA,NA,29,ug/l,1000,N,N,8/29/2018 21:36
13-GUNK_T35-0.2-081618-WS,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807890,8/16/2018 9:58,0.214,mg/l,NA,NA,NA,NA,7.00E-04,mg/l,0.002,N,N,9/6/2018 18:02
13-GUNK_T35-0.2-081618-WS,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1807890,8/16/2018 9:58,NA,mg/l,NA,NA,NA,NA,0.007,mg/l,0.01,N,N,8/17/2018 20:11
13-GUNK_T35-0.2-081618-WS,Aluminum,7429-90-5,TRUE,,R1807890,8/16/2018 9:58,85.7,ug/l,NA,NA,NA,NA,2.3,ug/l,10,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Arsenic,7440-38-2,TRUE,J,R1807890,8/16/2018 9:58,0.85,ug/l,NA,NA,NA,NA,0.39,ug/l,1,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Cadmium,7440-43-9,TRUE,J,R1807890,8/16/2018 9:58,0.56,ug/l,NA,NA,NA,NA,0.064,ug/l,1,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Copper,7440-50-8,TRUE,,R1807890,8/16/2018 9:58,2.4,ug/l,NA,NA,NA,NA,0.66,ug/l,1,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Lead,7439-92-1,TRUE,,R1807890,8/16/2018 9:58,1.1,ug/l,NA,NA,NA,NA,0.067,ug/l,1,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,Calcium,7440-70-2,TRUE,,R1807890,8/16/2018 9:58,19900,ug/l,NA,NA,NA,NA,110,ug/l,1000,N,N,8/29/2018 21:36
13-GUNK_T35-0.2-081618-WS,Nickel,7440-02-0,TRUE,,R1807890,8/16/2018 9:58,1.3,ug/l,NA,NA,NA,NA,0.26,ug/l,1,N,N,9/5/2018 16:07
13-GUNK_T35-0.2-081618-WS,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807890,8/16/2018 9:58,0.0872,mg/l,NA,NA,NA,NA,0.002,mg/l,0.005,N,N,9/4/2018 17:25
13-GUNK_T35-0.2-081618-WS,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807890,8/16/2018 9:58,150,mg/l,NA,NA,NA,NA,4,mg/l,10,N,N,8/23/2018 11:10
13-GUNK_T35-0.2-081618-WS,Nitrogen,KN,TRUE,,R1807890,8/16/2018 9:58,0.79,mg/l,NA,NA,NA,NA,NA,mg/l,0.2,N,N,9/7/2018 14:15
13-GUNK_T35-0.2-081618-WS,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1807890,8/16/2018 9:58,0.214,mg/l,NA,NA,NA,NA,NA,mg/l,0.01,N,N,8/17/2018 20:11
13-GUNK_T35-0.2-081618-WS,TURBIDITY,TURB,TRUE,,R1807890,8/16/2018 9:58,3.08,ntu,NA,NA,NA,NA,0.06,ntu,0.1,N,N,8/17/2018 10:45
13-GUNK_T35-0.2-081618-WS,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807890,8/16/2018 9:58,0.58,mg/l,NA,NA,NA,NA,0.08,mg/l,0.2,N,N,9/7/2018 14:15
13-GUNK_T35-0.2-081618-WSMS,Magnesium,7439-95-4,TRUE,,R1807890,8/16/2018 9:58,5470,ug/l,3580,2000,5470,NA,29,ug/l,1000,MS,,8/29/2018 21:39
13-GUNK_T35-0.2-081618-WSMS,Calcium,7440-70-2,TRUE,,R1807890,8/16/2018 9:58,21400,ug/l,19900,2000,21400,NA,110,ug/l,1000,MS,,8/29/2018 21:39
13-GUNK_T35-0.2-081618-WSMS,Iron,7439-89-6,TRUE,,R1807890,8/16/2018 9:58,1450,ug/l,507,1000,1450,NA,13,ug/l,100,MS,,8/29/2018 21:39
13-GUNK_T35-0.2-081618-WSMSD,Calcium,7440-70-2,TRUE,,R1807890,8/16/2018 9:58,21800,ug/l,NA,NA,NA,NA,110,ug/l,1000,SD,,8/29/2018 21:43
13-GUNK_T35-0.2-081618-WSMSD,Iron,7439-89-6,TRUE,,R1807890,8/16/2018 9:58,1470,ug/l,NA,NA,NA,NA,13,ug/l,100,SD,,8/29/2018 21:43
13-GUNK_T35-0.2-081618-WSMSD,Magnesium,7439-95-4,TRUE,,R1807890,8/16/2018 9:58,5540,ug/l,NA,NA,NA,NA,29,ug/l,1000,SD,,8/29/2018 21:43
13-GUNK_T35-0.2-09052018-W,Nitrogen,KN,TRUE,,R1808568,9/5/2018 11:10,0.8,mg/l,NA,NA,NA,,NA,mg/l,0.1,N,N,9/24/2018 17:52
13-GUNK_T35-0.2-09052018-W,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808568,9/5/2018 11:10,80.8,mg/l,NA,NA,NA,,1,mg/l,2,N,N,9/17/2018 17:23
13-GUNK_T35-0.2-09052018-W,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808568,9/5/2018 11:10,0.0325,mg/l,NA,NA,NA,,8.00E-04,mg/l,0.005,N,N,9/17/2018 21:26
13-GUNK_T35-0.2-09052018-W,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808568,9/5/2018 11:10,60.4,mg/l,NA,NA,NA,,0.2,mg/l,2,N,N,9/17/2018 15:13
13-GUNK_T35-0.2-09052018-W,Chlorophyll A,479-61-8,TRUE,,R1808568,9/5/2018 11:10,0.72,ug/l,NA,NA,NA,,NA,ug/l,0.16,N,N,9/19/2018 18:10
13-GUNK_T35-0.2-09052018-W,HARDNESS (AS CACO3),HARD,TRUE,,R1808568,9/5/2018 11:10,97.3,mg/l,NA,NA,NA,,NA,mg/l,6.62,N,N,9/14/2018 17:54
13-GUNK_T35-0.2-09052018-W,"NITROGEN, NITRATE (AS N)",14797-55-8,TRUE,,R1808568,9/5/2018 11:10,0.282,mg/l,NA,NA,NA,,NA,mg/l,0.01,N,N,9/7/2018 20:05
13-GUNK_T35-0.2-09052018-W,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808568,9/5/2018 11:10,0.282,mg/l,NA,NA,NA,,7.00E-04,mg/l,0.002,N,N,9/13/2018 17:02
