sys_sample_code,site,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers
13-GUNK-0.4-07242018-WS,13-GUNK-0.4,"NITROGEN, NITRITE",7/24/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-07242018-WS,13-GUNK-0.4,"PHOSPHORUS, TOTAL (AS P)",7/24/2018,7723-14-0,TRUE,0.0728,mg/l,0.002,mg/l,0.005,,A,
13-GUNK-0.4-07242018-WS,13-GUNK-0.4,Silver,7/24/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-07242018-WS,13-GUNK-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/24/2018,TDS,TRUE,127,mg/l,4,mg/l,10,,A,
13-GUNK-0.4-07242018-WS,13-GUNK-0.4,TURBIDITY,7/24/2018,TURB,TRUE,18.6,ntu,0.06,ntu,0.1,,A,
13-GUNK-0.4-07242018-WS,13-GUNK-0.4,Zinc,7/24/2018,7440-66-6,TRUE,7.8,ug/l,2.5,ug/l,5,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"ALKALINITY, TOTAL (AS CaCO3)",8/15/2018,ALK,TRUE,44,mg/l,1,mg/l,2,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Aluminum,8/15/2018,7429-90-5,TRUE,499,ug/l,23,ug/l,100,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Arsenic,8/15/2018,7440-38-2,TRUE,1,ug/l,0.39,ug/l,1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Cadmium,8/15/2018,7440-43-9,TRUE,0.56,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Calcium,8/15/2018,7440-70-2,TRUE,16000,ug/l,110,ug/l,1000,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,CHLORIDE (AS CL),8/15/2018,16887-00-6,TRUE,23.7,mg/l,0.2,mg/l,2,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Chlorophyll A,8/15/2018,479-61-8,TRUE,6.73,ug/l,NA,ug/l,0.64,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Copper,8/15/2018,7440-50-8,TRUE,2.9,ug/l,0.66,ug/l,1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,HARDNESS (AS CACO3),8/15/2018,HARD,TRUE,53,mg/l,NA,mg/l,6.62,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Iron,8/15/2018,7439-89-6,TRUE,1050,ug/l,13,ug/l,100,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Lead,8/15/2018,7439-92-1,TRUE,1.8,ug/l,0.067,ug/l,1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Magnesium,8/15/2018,7439-95-4,TRUE,3150,ug/l,29,ug/l,1000,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Nickel,8/15/2018,7440-02-0,TRUE,1.9,ug/l,0.26,ug/l,1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,TRUE,0.16,mg/l,7.00E-04,mg/l,0.002,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Nitrogen,8/15/2018,KN,TRUE,0.75,mg/l,NA,mg/l,0.1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,TRUE,0.0151,mg/l,8.00E-04,mg/l,0.005,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,TRUE,0.59,mg/l,0.08,mg/l,0.1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,TRUE,0.16,mg/l,NA,mg/l,0.01,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"NITROGEN, NITRITE",8/15/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"PHOSPHORUS, TOTAL (AS P)",8/15/2018,7723-14-0,TRUE,0.0724,mg/l,0.002,mg/l,0.005,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Silver,8/15/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-08152018-W,13-GUNK-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/15/2018,TDS,TRUE,111,mg/l,4,mg/l,10,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,TURBIDITY,8/15/2018,TURB,TRUE,9.84,ntu,0.06,ntu,0.1,,A,
13-GUNK-0.4-08152018-W,13-GUNK-0.4,Zinc,8/15/2018,7440-66-6,TRUE,11.3,ug/l,2.5,ug/l,5,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"ALKALINITY, TOTAL (AS CaCO3)",9/6/2018,ALK,TRUE,70.8,mg/l,1,mg/l,2,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Aluminum,9/6/2018,7429-90-5,TRUE,1040,ug/l,23,ug/l,100,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Arsenic,9/6/2018,7440-38-2,TRUE,0.99,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Cadmium,9/6/2018,7440-43-9,TRUE,0.068,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Calcium,9/6/2018,7440-70-2,TRUE,24800,ug/l,110,ug/l,1000,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,CHLORIDE (AS CL),9/6/2018,16887-00-6,TRUE,43,mg/l,0.2,mg/l,2,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Chlorophyll A,9/6/2018,479-61-8,TRUE,1.56,ug/l,NA,ug/l,0.075,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Copper,9/6/2018,7440-50-8,TRUE,9.6,ug/l,0.66,ug/l,1,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,HARDNESS (AS CACO3),9/6/2018,HARD,TRUE,81.7,mg/l,NA,mg/l,6.62,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Iron,9/6/2018,7439-89-6,TRUE,1660,ug/l,13,ug/l,100,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Lead,9/6/2018,7439-92-1,TRUE,1.6,ug/l,0.067,ug/l,1,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Magnesium,9/6/2018,7439-95-4,TRUE,4820,ug/l,29,ug/l,1000,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Nickel,9/6/2018,7440-02-0,TRUE,1.9,ug/l,0.26,ug/l,1,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Nitrate+Nitrite as Nitrogen,9/6/2018,NO3NO2N,TRUE,0.214,mg/l,7.00E-04,mg/l,0.002,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Nitrogen,9/6/2018,KN,TRUE,0.93,mg/l,NA,mg/l,0.1,,J,estimated value due to Equipment Blank error
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"Nitrogen, ammonia (As N)",9/6/2018,7664-41-7,TRUE,0.0318,mg/l,8.00E-04,mg/l,0.005,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"NITROGEN, KJELDAHL, TOTAL",9/6/2018,KN,TRUE,0.71,mg/l,0.08,mg/l,0.1,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"NITROGEN, NITRATE (AS N)",9/6/2018,14797-55-8,TRUE,0.214,mg/l,NA,mg/l,0.01,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"NITROGEN, NITRITE",9/6/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,7723-14-0,TRUE,0.0664,mg/l,0.002,mg/l,0.005,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Silver,9/6/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-09062018-W,13-GUNK-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,TDS,TRUE,174,mg/l,4,mg/l,10,,A,
13-GUNK-0.4-09062018-W,13-GUNK-0.4,TURBIDITY,9/6/2018,TURB,TRUE,3.67,ntu,0.06,ntu,0.1,,J,estimated value due to Equipment Blank error
13-GUNK-0.4-09062018-W,13-GUNK-0.4,Zinc,9/6/2018,7440-66-6,TRUE,8.9,ug/l,2.5,ug/l,5,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"ALKALINITY, TOTAL (AS CaCO3)",10/2/2018,ALK,TRUE,43.6,mg/l,1,mg/l,2,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Aluminum,10/2/2018,7429-90-5,TRUE,130,ug/l,2.3,ug/l,10,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Arsenic,10/2/2018,7440-38-2,TRUE,0.56,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Cadmium,10/2/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Calcium,10/2/2018,7440-70-2,TRUE,15400,ug/l,110,ug/l,1000,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,CHLORIDE (AS CL),10/2/2018,16887-00-6,TRUE,22.4,mg/l,0.2,mg/l,2,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Chlorophyll A,10/2/2018,479-61-8,TRUE,0.675,ug/l,NA,ug/l,0.08,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Copper,10/2/2018,7440-50-8,TRUE,1.8,ug/l,0.66,ug/l,1,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,HARDNESS (AS CACO3),10/2/2018,HARD,TRUE,51.5,mg/l,NA,mg/l,6.62,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Iron,10/2/2018,7439-89-6,TRUE,395,ug/l,13,ug/l,100,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Lead,10/2/2018,7439-92-1,TRUE,0.29,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Magnesium,10/2/2018,7439-95-4,TRUE,3180,ug/l,29,ug/l,1000,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Nickel,10/2/2018,7440-02-0,TRUE,0.76,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Nitrate+Nitrite as Nitrogen,10/2/2018,NO3NO2N,TRUE,0.277,mg/l,7.00E-04,mg/l,0.002,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Nitrogen,10/2/2018,KN,TRUE,0.73,mg/l,NA,mg/l,0.1,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"Nitrogen, ammonia (As N)",10/2/2018,7664-41-7,TRUE,0.0073,mg/l,8.00E-04,mg/l,0.005,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"NITROGEN, KJELDAHL, TOTAL",10/2/2018,KN,TRUE,0.45,mg/l,0.08,mg/l,0.1,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"NITROGEN, NITRATE (AS N)",10/2/2018,14797-55-8,TRUE,0.277,mg/l,NA,mg/l,0.01,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"NITROGEN, NITRITE",10/2/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"PHOSPHORUS, TOTAL (AS P)",10/2/2018,7723-14-0,TRUE,0.0375,mg/l,0.002,mg/l,0.005,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Silver,10/2/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-0.4-10022018-W,13-GUNK-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/2/2018,TDS,TRUE,115,mg/l,4,mg/l,10,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,TURBIDITY,10/2/2018,TURB,TRUE,2.85,ntu,0.06,ntu,0.1,,A,
13-GUNK-0.4-10022018-W,13-GUNK-0.4,Zinc,10/2/2018,7440-66-6,TRUE,NA,ug/l,2.5,ug/l,5,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,ALK,TRUE,181,mg/l,1,mg/l,2,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Aluminum,7/11/2018,7429-90-5,TRUE,419,ug/l,11.5,ug/l,50,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Arsenic,7/11/2018,7440-38-2,TRUE,7.3,ug/l,0.39,ug/l,1,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Cadmium,7/11/2018,7440-43-9,TRUE,0.093,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Calcium,7/11/2018,7440-70-2,TRUE,62700,ug/l,110,ug/l,1000,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,CHLORIDE (AS CL),7/11/2018,16887-00-6,TRUE,275,mg/l,2,mg/l,20,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Chlorophyll A,7/11/2018,479-61-8,TRUE,14.2,ug/l,NA,ug/l,0.8,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Copper,7/11/2018,7440-50-8,TRUE,7.8,ug/l,0.66,ug/l,1,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,HARDNESS (AS CACO3),7/11/2018,HARD,TRUE,197,mg/l,NA,mg/l,6.62,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Iron,7/11/2018,7439-89-6,TRUE,6520,ug/l,13,ug/l,100,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Lead,7/11/2018,7439-92-1,TRUE,2.2,ug/l,0.067,ug/l,1,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Magnesium,7/11/2018,7439-95-4,TRUE,9940,ug/l,29,ug/l,1000,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Nickel,7/11/2018,7440-02-0,TRUE,3,ug/l,0.26,ug/l,1,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,TRUE,0.0164,mg/l,7.00E-04,mg/l,0.002,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Nitrogen,7/11/2018,KN,TRUE,7.47,mg/l,NA,mg/l,0.2,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,TRUE,0.0179,mg/l,8.00E-04,mg/l,0.005,,T,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,TRUE,7.46,mg/l,0.08,mg/l,0.2,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,TRUE,0.016,mg/l,NA,mg/l,0.01,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"NITROGEN, NITRITE",7/11/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,7723-14-0,TRUE,0.82,mg/l,0.04,mg/l,0.1,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Silver,7/11/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-07112018-W,13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,TDS,TRUE,700,mg/l,4,mg/l,10,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,TURBIDITY,7/11/2018,TURB,TRUE,86.1,ntu,0.06,ntu,0.1,,A,
13-GUNK-37.7-07112018-W,13-GUNK-37.7,Zinc,7/11/2018,7440-66-6,TRUE,14.3,ug/l,2.5,ug/l,5,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"ALKALINITY, TOTAL (AS CaCO3)",7/25/2018,ALK,TRUE,35.2,mg/l,1,mg/l,2,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Aluminum,7/25/2018,7429-90-5,TRUE,125,ug/l,2.3,ug/l,10,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Arsenic,7/25/2018,7440-38-2,TRUE,1.4,ug/l,0.39,ug/l,1,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Cadmium,7/25/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Calcium,7/25/2018,7440-70-2,TRUE,17800,ug/l,110,ug/l,1000,E,J,estimated value due to lab error
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,CHLORIDE (AS CL),7/25/2018,16887-00-6,TRUE,41.5,mg/l,0.2,mg/l,2,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Chlorophyll A,7/25/2018,479-61-8,TRUE,38.6,ug/l,NA,ug/l,1.2,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Copper,7/25/2018,7440-50-8,TRUE,2.9,ug/l,0.66,ug/l,1,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,HARDNESS (AS CACO3),7/25/2018,HARD,TRUE,58.1,mg/l,NA,mg/l,6.62,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Iron,7/25/2018,7439-89-6,TRUE,776,ug/l,13,ug/l,100,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Lead,7/25/2018,7439-92-1,TRUE,0.45,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Magnesium,7/25/2018,7439-95-4,TRUE,3310,ug/l,29,ug/l,1000,E,J,estimated value due to lab error
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Nickel,7/25/2018,7440-02-0,TRUE,0.96,ug/l,0.26,ug/l,1,J,J,estimated value due to lab error
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,7/25/2018,NO3NO2N,TRUE,0.129,mg/l,7.00E-04,mg/l,0.002,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Nitrogen,7/25/2018,KN,TRUE,0.69,mg/l,NA,mg/l,0.2,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"Nitrogen, ammonia (As N)",7/25/2018,7664-41-7,TRUE,0.0636,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error ; Precision error
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",7/25/2018,KN,TRUE,0.57,mg/l,0.08,mg/l,0.2,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",7/25/2018,14797-55-8,TRUE,0.129,mg/l,NA,mg/l,0.01,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"NITROGEN, NITRITE",7/25/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",7/25/2018,7723-14-0,TRUE,0.0955,mg/l,0.002,mg/l,0.005,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Silver,7/25/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/25/2018,TDS,TRUE,157,mg/l,4,mg/l,10,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,TURBIDITY,7/25/2018,TURB,TRUE,8.83,ntu,0.06,ntu,0.1,,A,
13-GUNK-37.7-07252018-WS,13-GUNK-37.7,Zinc,7/25/2018,7440-66-6,TRUE,2.7,ug/l,2.5,ug/l,5,J,J,estimated value due to lab error
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"ALKALINITY, TOTAL (AS CaCO3)",8/16/2018,ALK,TRUE,45.2,mg/l,1,mg/l,2,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Aluminum,8/16/2018,7429-90-5,TRUE,97,ug/l,2.3,ug/l,10,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Arsenic,8/16/2018,7440-38-2,TRUE,0.95,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Cadmium,8/16/2018,7440-43-9,TRUE,0.6,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Calcium,8/16/2018,7440-70-2,TRUE,15600,ug/l,110,ug/l,1000,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,CHLORIDE (AS CL),8/16/2018,16887-00-6,TRUE,34.3,mg/l,0.2,mg/l,2,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Chlorophyll A,8/16/2018,479-61-8,TRUE,1.73,ug/l,NA,ug/l,0.063,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Copper,8/16/2018,7440-50-8,TRUE,4.4,ug/l,0.66,ug/l,1,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,HARDNESS (AS CACO3),8/16/2018,HARD,TRUE,50.6,mg/l,NA,mg/l,6.62,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Iron,8/16/2018,7439-89-6,TRUE,707,ug/l,13,ug/l,100,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Lead,8/16/2018,7439-92-1,TRUE,1.2,ug/l,0.067,ug/l,1,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Magnesium,8/16/2018,7439-95-4,TRUE,2810,ug/l,29,ug/l,1000,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Nickel,8/16/2018,7440-02-0,TRUE,1.3,ug/l,0.26,ug/l,1,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Nitrate+Nitrite as Nitrogen,8/16/2018,NO3NO2N,TRUE,0.0723,mg/l,7.00E-04,mg/l,0.002,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Nitrogen,8/16/2018,KN,TRUE,0.81,mg/l,NA,mg/l,0.2,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"Nitrogen, ammonia (As N)",8/16/2018,7664-41-7,TRUE,0.058,mg/l,8.00E-04,mg/l,0.005,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"NITROGEN, KJELDAHL, TOTAL",8/16/2018,KN,TRUE,0.74,mg/l,0.08,mg/l,0.2,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"NITROGEN, NITRATE (AS N)",8/16/2018,14797-55-8,TRUE,0.072,mg/l,NA,mg/l,0.01,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"NITROGEN, NITRITE",8/16/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"PHOSPHORUS, TOTAL (AS P)",8/16/2018,7723-14-0,TRUE,0.0937,mg/l,0.002,mg/l,0.005,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Silver,8/16/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-081618-WS,13-GUNK-37.7,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/16/2018,TDS,TRUE,138,mg/l,4,mg/l,10,,A,
13-GUNK-37.7-081618-WS,13-GUNK-37.7,TURBIDITY,8/16/2018,TURB,TRUE,3.95,ntu,0.06,ntu,0.1,,J,estimated value due to Equipment Blank error
13-GUNK-37.7-081618-WS,13-GUNK-37.7,Zinc,8/16/2018,7440-66-6,TRUE,2.9,ug/l,2.5,ug/l,5,J,J,estimated value due to lab error
13-GUNK-37.7-09052018-W,13-GUNK-37.7,"ALKALINITY, TOTAL (AS CaCO3)",9/5/2018,ALK,TRUE,60,mg/l,1,mg/l,2,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Aluminum,9/5/2018,7429-90-5,TRUE,122,ug/l,2.3,ug/l,10,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Arsenic,9/5/2018,7440-38-2,TRUE,1.6,ug/l,0.39,ug/l,1,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Cadmium,9/5/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Calcium,9/5/2018,7440-70-2,TRUE,21100,ug/l,110,ug/l,1000,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,CHLORIDE (AS CL),9/5/2018,16887-00-6,TRUE,45.9,mg/l,0.2,mg/l,2,,R,Accuracy error
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Chlorophyll A,9/5/2018,479-61-8,TRUE,5.78,ug/l,NA,ug/l,0.4,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Copper,9/5/2018,7440-50-8,TRUE,2.6,ug/l,0.66,ug/l,1,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,HARDNESS (AS CACO3),9/5/2018,HARD,TRUE,68.2,mg/l,NA,mg/l,6.62,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Iron,9/5/2018,7439-89-6,TRUE,1390,ug/l,13,ug/l,100,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Lead,9/5/2018,7439-92-1,TRUE,0.65,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Magnesium,9/5/2018,7439-95-4,TRUE,3740,ug/l,29,ug/l,1000,,A,
13-GUNK-37.7-09052018-W,13-GUNK-37.7,Nickel,9/5/2018,7440-02-0,TRUE,1.4,ug/l,0.26,ug/l,1,,A,
