"","Sample Name","Characteristic Name","Analysis Start Date","cas_rn","Result Sample Fraction","result value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","Lab Name Code","Lab Sample Name","Result Value Type","reporting_detection_limit","Analysis Date Timezone","Results Detection Condition"
"151","18BLK103","UV 254","2018-07-24","UV254","T",0.107,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"152","18BLK104","Arsenic","2018-07-24","7440-38-2","T",0.42,"ug/l",0.39,"ug/l",1,"J","R","estimated value due to lab error ; Precision error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"153","18BLK104","Carbon, Dissolved Organic (DOC)","2018-07-24","DOC","D",4.1,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"154","18BLK104","Color, True","2018-07-24","COLOR","T",23,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"155","18BLK104","Iron","2018-07-24","7439-89-6","T",86.5,"ug/l",13,"ug/l",100,"J","J","estimated value due to lab error",NA,NA,NA,NA,"EDT","Reporting Limit, less than"
"156","18BLK104","Manganese","2018-07-24","7439-96-5","T",13.5,"ug/l",1.7,"ug/l",10,"","A","",NA,NA,NA,NA,"EDT",""
"157","18BLK104","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",0.168,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"158","18BLK104","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"159","18BLK104","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",0.16,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"160","18BLK104","pH of Color Analysis","2018-07-24","PHCOLOR","T",7.37,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"161","18BLK104","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",0.0059,"mg/l",0.002,"mg/l",0.005,"","R","Result should be less than the total",NA,NA,NA,NA,"EDT",""
"162","18BLK104","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.0052,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"163","18BLK104","SULFATE (AS SO4)","2018-07-24","14808-79-8","T",3.8,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"164","18BLK104","UV 254","2018-07-24","UV254","T",0.118,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"165","18BLK105","ALKALINITY, TOTAL (AS CaCO3)","2018-07-23","ALK","T",6.8,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"166","18BLK105","Chlorophyll A","2018-07-23","479-61-8","T",1.87,"ug/l",NA,"ug/l",0.08,"","A","",NA,NA,NA,NA,"EDT",""
"167","18BLK105","Color, True","2018-07-23","COLOR","T",80,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"168","18BLK105","Nitrate+Nitrite as Nitrogen","2018-07-23","NO3NO2N","T",0.0025,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"169","18BLK105","Nitrogen, ammonia (As N)","2018-07-23","7664-41-7","T",0.0093,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"170","18BLK105","NITROGEN, KJELDAHL, TOTAL","2018-07-23","KN","T",0.25,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"171","18BLK105","pH of Color Analysis","2018-07-23","PHCOLOR","T",7.39,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"172","18BLK105","PHOSPHORUS, DISSOLVED (AS P)","2018-07-23","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"173","18BLK105","PHOSPHORUS, TOTAL (AS P)","2018-07-23","7723-14-0","T",0.0094,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"174","18BLK105","TOTAL ORGANIC CARBON","2018-07-23","TOC","T",4.8,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"175","18BLK106","Color, True","2018-07-23","COLOR","T",160,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"176","18BLK106","Nitrate+Nitrite as Nitrogen","2018-07-23","NO3NO2N","T",0.0743,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"177","18BLK106","Nitrogen, ammonia (As N)","2018-07-23","7664-41-7","T",0.149,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"178","18BLK106","NITROGEN, KJELDAHL, TOTAL","2018-07-23","KN","T",0.33,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"179","18BLK106","pH of Color Analysis","2018-07-23","PHCOLOR","T",7.25,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"180","18BLK106","PHOSPHORUS, DISSOLVED (AS P)","2018-07-23","7723-14-0","D",0.0114,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"181","18BLK106","PHOSPHORUS, TOTAL (AS P)","2018-07-23","7723-14-0","T",0.0142,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"182","18BLK106","TOTAL ORGANIC CARBON","2018-07-23","TOC","T",6.1,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"183","18BLK107","ALKALINITY, TOTAL (AS CaCO3)","2018-07-24","ALK","T",5.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"184","18BLK107","Chlorophyll A","2018-07-24","479-61-8","T",2.8,"ug/l",NA,"ug/l",0.08,"","A","",NA,NA,NA,NA,"EDT",""
"185","18BLK107","Color, True","2018-07-24","COLOR","T",85,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"186","18BLK107","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"187","18BLK107","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"188","18BLK107","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",0.24,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"189","18BLK107","pH of Color Analysis","2018-07-24","PHCOLOR","T",7.12,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"190","18BLK107","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"191","18BLK107","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.0051,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"192","18BLK107","TOTAL ORGANIC CARBON","2018-07-24","TOC","T",6.4,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"193","18BLK108","Color, True","2018-07-24","COLOR","T",220,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"194","18BLK108","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",0.0224,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"195","18BLK108","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",0.273,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"196","18BLK108","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",0.55,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"197","18BLK108","pH of Color Analysis","2018-07-24","PHCOLOR","T",7.06,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"198","18BLK108","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",0.0097,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"199","18BLK108","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.0196,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"200","18BLK108","TOTAL ORGANIC CARBON","2018-07-24","TOC","T",7.8,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"201","18BLK111","ALKALINITY, TOTAL (AS CaCO3)","2018-07-23","ALK","T",23.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"202","18BLK111","Chlorophyll A","2018-07-23","479-61-8","T",6.43,"ug/l",NA,"ug/l",0.16,"","A","",NA,NA,NA,NA,"EDT",""
"203","18BLK111","Color, True","2018-07-23","COLOR","T",190,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"204","18BLK111","Nitrate+Nitrite as Nitrogen","2018-07-23","NO3NO2N","T",0.003,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"205","18BLK111","Nitrogen, ammonia (As N)","2018-07-23","7664-41-7","T",0.0057,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"206","18BLK111","NITROGEN, KJELDAHL, TOTAL","2018-07-23","KN","T",0.86,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"207","18BLK111","pH of Color Analysis","2018-07-23","PHCOLOR","T",7.43,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"208","18BLK111","PHOSPHORUS, DISSOLVED (AS P)","2018-07-23","7723-14-0","D",0.0194,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"209","18BLK111","PHOSPHORUS, TOTAL (AS P)","2018-07-23","7723-14-0","T",0.0441,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"210","18BLK111","TOTAL ORGANIC CARBON","2018-07-23","TOC","T",11.9,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"211","18BLK113","ALKALINITY, TOTAL (AS CaCO3)","2018-07-23","ALK","T",NA,"mg/l",1,"mg/l",2,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"212","18BLK113","Chlorophyll A","2018-07-23","479-61-8","T",1.67,"ug/l",NA,"ug/l",0.08,"","A","",NA,NA,NA,NA,"EDT",""
"213","18BLK113","Color, True","2018-07-23","COLOR","T",19,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"214","18BLK113","Nitrate+Nitrite as Nitrogen","2018-07-23","NO3NO2N","T",0.0539,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"215","18BLK113","Nitrogen, ammonia (As N)","2018-07-23","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"216","18BLK113","NITROGEN, KJELDAHL, TOTAL","2018-07-23","KN","T",0.15,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"217","18BLK113","pH of Color Analysis","2018-07-23","PHCOLOR","T",7.28,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"218","18BLK113","PHOSPHORUS, DISSOLVED (AS P)","2018-07-23","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"219","18BLK113","PHOSPHORUS, TOTAL (AS P)","2018-07-23","7723-14-0","T",0.006,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"220","18BLK113","TOTAL ORGANIC CARBON","2018-07-23","TOC","T",3.3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"221","18BLK114","Color, True","2018-07-23","COLOR","T",22,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"222","18BLK114","Nitrate+Nitrite as Nitrogen","2018-07-23","NO3NO2N","T",0.116,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"223","18BLK114","Nitrogen, ammonia (As N)","2018-07-23","7664-41-7","T",0.0428,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"224","18BLK114","NITROGEN, KJELDAHL, TOTAL","2018-07-23","KN","T",0.19,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"225","18BLK114","pH of Color Analysis","2018-07-23","PHCOLOR","T",7.13,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"226","18BLK114","PHOSPHORUS, DISSOLVED (AS P)","2018-07-23","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"227","18BLK114","PHOSPHORUS, TOTAL (AS P)","2018-07-23","7723-14-0","T",NA,"mg/l",0.002,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"228","18BLK114","TOTAL ORGANIC CARBON","2018-07-23","TOC","T",2.5,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"229","18BLK201","ALKALINITY, TOTAL (AS CaCO3)","2018-08-22","ALK","T",14,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"230","18BLK201","Chlorophyll A","2018-08-22","479-61-8","T",1.21,"ug/l",NA,"ug/l",0.04,"","A","",NA,NA,NA,NA,"EDT",""
"231","18BLK201","Color, True","2018-08-22","COLOR","T",16,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"232","18BLK201","Nitrate+Nitrite as Nitrogen","2018-08-22","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Accuracy error",NA,NA,NA,NA,"EDT","Not Detected"
"233","18BLK201","Nitrogen, ammonia (As N)","2018-08-22","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"234","18BLK201","NITROGEN, KJELDAHL, TOTAL","2018-08-22","KN","T",0.46,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"235","18BLK201","pH of Color Analysis","2018-08-22","PHCOLOR","T",7.42,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"236","18BLK201","PHOSPHORUS, DISSOLVED (AS P)","2018-08-22","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"237","18BLK201","PHOSPHORUS, TOTAL (AS P)","2018-08-22","7723-14-0","T",0.0084,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"238","18BLK201","TOTAL ORGANIC CARBON","2018-08-22","TOC","T",4.7,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"239","18BLK202","Color, True","2018-08-22","COLOR","T",19,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"240","18BLK202","Nitrate+Nitrite as Nitrogen","2018-08-22","NO3NO2N","T",0.0153,"mg/l",7e-04,"mg/l",0.002,"","R","Accuracy error",NA,NA,NA,NA,"EDT",""
"241","18BLK202","Nitrogen, ammonia (As N)","2018-08-22","7664-41-7","T",0.0796,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"242","18BLK202","NITROGEN, KJELDAHL, TOTAL","2018-08-22","KN","T",0.35,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"243","18BLK202","pH of Color Analysis","2018-08-22","PHCOLOR","T",7.22,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"244","18BLK202","PHOSPHORUS, DISSOLVED (AS P)","2018-08-22","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"245","18BLK202","PHOSPHORUS, TOTAL (AS P)","2018-08-22","7723-14-0","T",0.0132,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"246","18BLK202","TOTAL ORGANIC CARBON","2018-08-22","TOC","T",3.9,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"247","18BLK203","ALKALINITY, TOTAL (AS CaCO3)","2018-08-22","ALK","T",12.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"248","18BLK203","Chlorophyll A","2018-08-22","479-61-8","T",1.11,"ug/l",NA,"ug/l",0.04,"","A","",NA,NA,NA,NA,"EDT",""
"249","18BLK203","Color, True","2018-08-22","COLOR","T",15,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"250","18BLK203","Nitrate+Nitrite as Nitrogen","2018-08-22","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Accuracy error",NA,NA,NA,NA,"EDT","Not Detected"
"251","18BLK203","Nitrogen, ammonia (As N)","2018-08-22","7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"252","18BLK203","NITROGEN, KJELDAHL, TOTAL","2018-08-22","KN","T",0.29,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"253","18BLK203","pH of Color Analysis","2018-08-22","PHCOLOR","T",6.99,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"254","18BLK203","PHOSPHORUS, DISSOLVED (AS P)","2018-08-22","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"255","18BLK203","PHOSPHORUS, TOTAL (AS P)","2018-08-22","7723-14-0","T",0.0078,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"256","18BLK203","TOTAL ORGANIC CARBON","2018-08-22","TOC","T",4.4,"mg/l",0.09,"mg/l",2,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"257","18BLK204","Color, True","2018-08-22","COLOR","T",50,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"258","18BLK204","Nitrate+Nitrite as Nitrogen","2018-08-22","NO3NO2N","T",0.12,"mg/l",7e-04,"mg/l",0.002,"","R","Accuracy error",NA,NA,NA,NA,"EDT",""
"259","18BLK204","Nitrogen, ammonia (As N)","2018-08-22","7664-41-7","T",0.0877,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"260","18BLK204","NITROGEN, KJELDAHL, TOTAL","2018-08-22","KN","T",0.38,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"261","18BLK204","pH of Color Analysis","2018-08-22","PHCOLOR","T",7.03,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"262","18BLK204","PHOSPHORUS, DISSOLVED (AS P)","2018-08-22","7723-14-0","D",0.009,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"263","18BLK204","PHOSPHORUS, TOTAL (AS P)","2018-08-22","7723-14-0","T",0.0165,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"264","18BLK204","TOTAL ORGANIC CARBON","2018-08-22","TOC","T",4.4,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"265","18BLK205","ALKALINITY, TOTAL (AS CaCO3)","2018-08-21","ALK","T",7.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"266","18BLK205","Chlorophyll A","2018-08-21","479-61-8","T",3.29,"ug/l",NA,"ug/l",0.08,"","A","",NA,NA,NA,NA,"EDT",""
"267","18BLK205","Color, True","2018-08-21","COLOR","T",38,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"268","18BLK205","Nitrate+Nitrite as Nitrogen","2018-08-21","NO3NO2N","T",0.0037,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"269","18BLK205","Nitrogen, ammonia (As N)","2018-08-21","7664-41-7","T",0.0107,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"270","18BLK205","NITROGEN, KJELDAHL, TOTAL","2018-08-21","KN","T",0.52,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"271","18BLK205","pH of Color Analysis","2018-08-21","PHCOLOR","T",4.7,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"272","18BLK205","PHOSPHORUS, DISSOLVED (AS P)","2018-08-21","7723-14-0","D",0.0062,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"273","18BLK205","PHOSPHORUS, TOTAL (AS P)","2018-08-21","7723-14-0","T",0.0109,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"274","18BLK205","TOTAL ORGANIC CARBON","2018-08-21","TOC","T",7.4,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"275","18BLK206","Color, True","2018-08-21","COLOR","T",57,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"276","18BLK206","Nitrate+Nitrite as Nitrogen","2018-08-21","NO3NO2N","T",0.0133,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"277","18BLK206","Nitrogen, ammonia (As N)","2018-08-21","7664-41-7","T",0.11,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"278","18BLK206","NITROGEN, KJELDAHL, TOTAL","2018-08-21","KN","T",0.42,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"279","18BLK206","pH of Color Analysis","2018-08-21","PHCOLOR","T",6.72,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"280","18BLK206","PHOSPHORUS, DISSOLVED (AS P)","2018-08-21","7723-14-0","D",0.008,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"281","18BLK206","PHOSPHORUS, TOTAL (AS P)","2018-08-21","7723-14-0","T",0.0153,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"282","18BLK206","TOTAL ORGANIC CARBON","2018-08-21","TOC","T",6.1,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"283","18BLK207","ALKALINITY, TOTAL (AS CaCO3)","2018-08-22","ALK","T",5.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"284","18BLK207","Chlorophyll A","2018-08-22","479-61-8","T",2.33,"ug/l",NA,"ug/l",0.08,"","A","",NA,NA,NA,NA,"EDT",""
"285","18BLK207","Color, True","2018-08-22","COLOR","T",35,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"286","18BLK207","Nitrate+Nitrite as Nitrogen","2018-08-22","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Accuracy error",NA,NA,NA,NA,"EDT","Not Detected"
"287","18BLK207","Nitrogen, ammonia (As N)","2018-08-22","7664-41-7","T",0.0061,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"288","18BLK207","NITROGEN, KJELDAHL, TOTAL","2018-08-22","KN","T",0.32,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"289","18BLK207","pH of Color Analysis","2018-08-22","PHCOLOR","T",6.72,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"290","18BLK207","PHOSPHORUS, DISSOLVED (AS P)","2018-08-22","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"291","18BLK207","PHOSPHORUS, TOTAL (AS P)","2018-08-22","7723-14-0","T",0.0084,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"292","18BLK207","TOTAL ORGANIC CARBON","2018-08-22","TOC","T",6.2,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"293","18BLK208","Color, True","2018-08-22","COLOR","T",120,"color unit",NA,"color unit",5,"","A","",NA,NA,NA,NA,"EDT",""
"294","18BLK208","Nitrate+Nitrite as Nitrogen","2018-08-22","NO3NO2N","T",0.0325,"mg/l",7e-04,"mg/l",0.002,"","R","Accuracy error",NA,NA,NA,NA,"EDT",""
"295","18BLK208","Nitrogen, ammonia (As N)","2018-08-22","7664-41-7","T",0.123,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"296","18BLK208","NITROGEN, KJELDAHL, TOTAL","2018-08-22","KN","T",0.44,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"297","18BLK208","pH of Color Analysis","2018-08-22","PHCOLOR","T",6.46,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"298","18BLK208","PHOSPHORUS, DISSOLVED (AS P)","2018-08-22","7723-14-0","D",0.0071,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"299","18BLK208","PHOSPHORUS, TOTAL (AS P)","2018-08-22","7723-14-0","T",0.0139,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"300","18BLK208","TOTAL ORGANIC CARBON","2018-08-22","TOC","T",7,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"301","18BLK211","ALKALINITY, TOTAL (AS CaCO3)","2018-08-21","ALK","T",16.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
